,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
279282,202201,1331794,2,37500,1,51,200,1,4,0,0,1,0,40,0,13,0,1,1,17,51,0,0
279291,202201,1331829,1,32000,0,31,200,0,6,0,0,1,0,40,0,9,0,1,1,7,17,14,0
279293,202201,1331832,2,16500,1,33,522,1,4,0,0,1,0,15,1,18,1,1,1,21,23,10,0
279329,202201,1331944,2,160000,0,29,515,0,3,1,0,0,0,50,1,16,0,1,1,13,22,7,0
279333,202201,1331957,1,45000,1,24,502,1,3,1,0,0,0,40,1,18,1,1,0,25,24,0,0
279337,202201,1331968,2,48000,1,60,200,1,4,0,0,1,0,20,0,12,0,1,1,12,46,14,1
279338,202201,1331971,1,5000,1,40,200,1,4,0,0,1,1,25,0,13,0,1,1,15,28,12,0
279340,202201,1331975,1,50000,1,35,200,1,4,0,0,1,0,45,1,18,1,1,1,12,18,17,0
279344,202201,1331986,1,52000,0,73,200,0,4,0,0,1,1,40,0,9,0,1,1,61,60,13,0
279359,202201,1332023,1,537000,0,50,200,0,4,0,0,0,0,40,0,12,0,1,1,2,49,1,1
279367,202201,1332048,1,27000,1,56,413,1,3,0,0,1,0,40,0,12,0,0,0,15,39,17,0
279369,202201,1332063,3,0,0,23,502,0,3,1,0,0,1,0,1,16,0,1,0,22,22,1,0
279374,202201,1332075,2,45000,1,44,200,1,4,0,0,0,0,40,0,13,0,1,1,9,43,1,0
279375,202201,1332076,1,17000,0,46,502,0,3,1,0,0,0,40,0,13,0,1,0,39,43,3,0
279380,202201,1332100,1,56000,0,62,200,0,4,0,0,1,0,50,0,12,0,1,1,38,46,16,0
279387,202201,1332118,1,40000,0,54,200,0,5,0,0,0,0,40,0,9,0,1,1,28,49,5,0
279408,202201,1332173,2,97000,0,44,200,0,4,0,0,1,0,50,0,12,0,1,1,18,38,6,0
279419,202201,1332216,1,22000,1,23,200,1,4,0,0,0,0,40,0,12,0,1,1,1,10,13,0
279430,202201,1332246,2,11000,0,41,200,0,6,0,0,0,1,30,0,6,0,1,1,13,25,16,0
279450,202201,1332297,2,90000,0,37,200,0,4,0,0,0,0,40,0,12,0,1,1,1,32,5,0
279453,202201,1332298,3,13000,1,30,200,1,4,0,0,1,0,40,1,16,0,1,1,1,15,15,0
279457,202201,1332306,2,6000,0,34,200,0,5,0,0,1,0,40,0,14,0,1,1,35,34,0,1
279458,202201,1332308,1,140000,1,32,200,1,4,0,0,1,0,40,1,16,0,1,1,10,24,8,0
279459,202201,1332308,2,30000,0,33,200,0,4,0,0,1,0,40,0,13,0,1,1,11,24,9,0
279467,202201,1332322,1,55000,0,59,200,0,4,0,0,0,0,40,0,14,0,1,1,32,53,6,0
279475,202201,1332346,1,120000,0,45,200,0,4,0,0,1,0,8,1,16,0,1,1,37,41,4,0
279477,202201,1332348,6,7000,0,33,453,0,5,0,0,1,0,40,0,10,0,1,0,6,31,2,0
279478,202201,1332356,1,0,0,67,200,0,4,0,0,1,0,60,0,12,0,1,1,44,55,12,1
279483,202201,1332367,1,11000,1,63,200,1,5,0,0,1,0,23,0,11,0,1,1,40,51,12,0
279489,202201,1332406,1,81000,0,39,200,0,6,0,0,0,0,50,0,11,0,1,1,17,24,15,0
279505,202201,1332476,1,40000,0,42,515,0,4,1,0,0,0,40,1,18,1,1,1,10,27,15,0
279514,202201,1332510,1,60000,0,57,200,0,5,0,0,1,0,40,0,12,0,1,1,30,51,6,0
279516,202201,1332510,3,185000,1,29,210,1,4,0,0,1,0,40,0,14,0,1,1,3,23,6,1
279517,202201,1332510,4,32200,0,26,210,0,4,0,0,1,0,40,0,12,0,1,1,13,12,14,0
279519,202201,1332515,2,3000,0,49,200,0,5,0,0,1,0,16,0,12,0,1,1,22,34,15,0
279523,202201,1332528,2,100000,1,61,200,1,4,0,0,1,0,40,1,16,0,1,1,39,52,9,0
279540,202201,1332572,1,125000,0,66,300,0,4,0,0,1,0,40,1,18,1,1,1,12,58,8,0
279550,202201,1332595,1,40000,0,35,200,0,5,0,0,0,0,40,0,12,0,1,1,1,27,8,0
279559,202201,1332616,1,32700,1,28,200,1,4,0,0,0,0,40,0,12,0,1,1,3,25,3,0
279579,202201,1332668,3,55000,1,41,500,1,4,1,0,0,0,40,1,18,1,1,1,32,39,2,0
279585,202201,1332687,1,38000,1,42,200,1,5,0,0,1,0,40,1,16,0,1,1,14,41,1,0
279598,202201,1332729,2,6000,1,41,200,1,4,0,0,1,0,20,0,14,0,1,1,32,31,10,0
279608,202201,1332750,1,83000,1,55,513,1,4,1,0,0,0,40,0,14,0,1,1,37,41,14,0
279616,202201,1332794,2,500,0,26,210,0,4,0,0,0,0,3,1,16,0,1,1,10,21,5,0
279631,202201,1332832,3,39000,0,22,200,0,4,0,0,0,0,60,0,0,0,1,1,18,15,7,0
279643,202201,1332866,2,18000,0,30,200,0,4,0,0,1,0,40,0,12,0,1,1,1,21,9,0
279644,202201,1332867,1,18000,1,44,200,1,5,0,0,0,1,30,0,12,0,1,1,19,28,16,0
279647,202201,1332880,2,100000,1,48,502,1,3,1,0,0,0,40,1,16,0,1,0,29,47,1,0
279664,202201,1332945,3,75000,0,59,200,0,4,0,0,1,0,32,0,14,0,1,1,22,44,15,0
279665,202201,1332945,4,60000,1,55,200,1,4,0,0,1,0,40,1,16,0,1,1,30,43,12,0
279666,202201,1332945,5,24200,0,53,200,0,4,0,0,1,0,60,1,16,0,1,1,28,43,10,0
279676,202201,1332976,1,18000,1,34,200,1,5,0,0,1,0,40,0,9,0,1,1,15,32,2,0
279678,202201,1332983,1,5200,1,44,513,1,4,1,0,0,0,50,1,16,0,1,1,26,34,10,0
279680,202201,1332990,1,85000,0,50,200,0,5,0,0,0,0,48,0,8,0,1,1,26,40,10,0
279688,202201,1333022,1,12400,1,52,200,1,4,0,0,1,0,40,0,13,0,1,1,23,52,0,0
279690,202201,1333025,1,27000,1,25,200,1,4,0,0,1,0,27,0,14,0,1,1,2,18,7,0
279699,202201,1333063,2,133000,1,62,250,1,4,0,0,1,0,40,1,16,0,1,1,52,60,2,0
279713,202201,1333126,1,28000,1,55,200,1,5,0,0,0,0,40,0,12,0,1,1,13,39,16,0
279720,202201,1333138,1,537000,1,36,502,1,3,1,0,0,0,40,1,20,1,1,0,34,35,1,0
279722,202201,1333141,1,35000,1,62,200,1,4,0,0,1,0,40,0,13,0,1,1,38,52,10,0
279725,202201,1333167,1,1200,1,48,210,1,6,0,0,1,0,15,0,12,0,1,1,17,32,16,0
279735,202201,1333214,1,65000,1,45,200,1,4,0,0,1,0,50,1,16,0,1,1,22,37,8,0
279740,202201,1333237,3,10400,0,34,200,0,4,0,0,1,0,20,0,12,0,1,1,35,34,0,0
279750,202201,1333263,2,6000,0,25,210,0,1,0,0,1,0,60,0,0,0,1,1,3,14,11,0
279762,202201,1333313,3,30000,0,30,522,0,4,0,0,1,0,40,0,12,0,1,1,12,22,8,0
279768,202201,1333337,2,70000,1,25,465,1,4,0,0,1,0,40,1,18,1,1,1,18,21,4,0
279792,202201,1333396,3,0,1,23,200,1,4,0,0,0,0,40,0,12,0,1,1,3,10,13,1
279807,202201,1333493,1,290000,0,58,200,0,4,0,0,1,0,50,1,18,1,1,1,54,54,4,0
279808,202201,1333494,1,20800,1,38,200,1,5,0,0,0,0,40,1,16,0,1,1,0,21,17,0
279810,202201,1333499,1,90000,0,35,300,0,4,0,0,1,0,43,1,18,1,1,1,9,22,13,0
279811,202201,1333499,2,48000,1,35,300,1,5,0,0,1,0,40,1,16,0,1,1,9,22,13,0
279819,202201,1333532,2,10000,0,54,200,0,4,0,0,0,0,40,0,11,0,1,1,22,53,1,0
279826,202201,1333560,2,44000,1,60,502,1,3,1,0,0,0,46,0,12,0,1,0,56,55,5,0
279834,202201,1333577,1,58000,1,58,200,1,4,0,0,1,0,45,0,12,0,1,1,53,52,6,0
279837,202201,1333585,1,50000,0,45,200,0,5,0,0,1,0,40,0,12,0,1,1,24,44,1,0
279838,202201,1333587,2,94000,0,54,150,0,3,0,0,1,0,40,0,12,0,1,1,1,47,7,0
279848,202201,1333617,2,55000,1,34,210,1,4,0,0,1,0,40,1,16,0,1,1,26,33,1,0
279864,202201,1333684,1,43000,0,56,200,0,5,0,0,1,0,50,0,10,0,1,1,14,41,15,0
279870,202201,1333699,1,200000,1,56,150,1,3,0,0,1,0,50,1,16,0,1,1,14,51,5,1
279874,202201,1333711,1,38000,0,55,200,0,5,0,0,0,0,40,0,7,0,1,1,15,41,14,0
279889,202201,1333758,1,40000,1,65,210,1,3,0,1,0,0,40,0,12,0,1,1,54,61,4,0
279890,202201,1333765,1,250000,0,65,453,0,3,0,0,1,0,60,1,18,1,1,0,59,63,2,0
279928,202201,1333922,1,47000,1,39,200,1,4,0,0,1,0,40,0,14,0,1,1,17,31,8,0
279933,202201,1333928,1,5500,0,58,515,0,3,1,0,1,0,40,0,14,0,1,1,46,54,4,0
279935,202201,1333941,1,40000,0,55,200,0,5,0,0,1,0,40,0,13,0,1,1,26,40,15,0
279944,202201,1333958,1,70000,0,41,200,0,4,0,0,0,0,50,1,16,0,1,1,3,25,16,0
279945,202201,1333962,1,120000,1,52,512,1,3,1,0,0,0,45,1,16,0,1,1,20,35,17,0
279954,202201,1333976,1,10000,1,31,200,1,4,0,0,1,0,40,0,12,0,1,1,12,27,4,0
279962,202201,1334011,1,43000,1,31,200,1,4,0,0,0,0,36,0,12,0,1,1,8,30,1,0
279974,202201,1334041,3,32000,1,29,500,1,5,1,0,0,0,40,0,12,0,1,1,4,12,17,0
279975,202201,1334041,4,280,1,24,500,1,4,1,0,0,0,8,0,12,0,1,1,4,12,12,0
279988,202201,1334095,1,45000,1,45,200,1,4,0,0,0,0,40,0,12,0,1,1,18,30,15,0
279991,202201,1334117,1,55000,1,43,200,1,4,0,0,1,0,40,1,16,0,1,1,14,28,15,0
279992,202201,1334122,1,52000,0,49,200,0,4,0,0,1,0,40,0,14,0,1,1,21,48,1,0
280023,202201,1334225,2,25000,1,60,511,1,4,1,0,0,0,25,0,12,0,1,1,60,43,17,0
280045,202201,1334303,1,50000,0,41,200,0,4,0,0,1,0,50,0,12,0,1,1,28,27,14,0
280050,202201,1334316,1,29000,1,33,260,1,3,0,1,1,0,40,0,14,0,0,1,13,17,16,0
280054,202201,1334335,1,190000,1,44,456,1,4,0,0,1,0,40,1,20,1,1,0,21,30,14,0
280069,202201,1334382,3,130000,1,27,200,1,4,0,0,1,0,40,0,12,0,1,1,7,21,6,1
280076,202201,1334423,1,60000,0,55,200,0,4,0,0,1,0,40,0,13,0,1,1,53,52,3,0
280079,202201,1334429,3,3500,1,20,200,1,4,0,0,1,0,32,0,12,0,1,1,6,6,14,0
280081,202201,1334430,2,0,0,56,200,0,6,0,0,1,0,56,0,3,0,1,1,27,39,17,1
280092,202201,1334483,1,65000,1,42,200,1,4,0,0,1,0,40,1,16,0,1,1,5,31,11,0
280108,202201,1334513,1,35000,1,48,200,1,5,0,0,0,0,40,0,12,0,1,1,2,31,17,0
280111,202201,1334515,3,5700,0,37,200,0,4,0,0,1,0,32,1,16,0,1,1,13,20,17,0
280114,202201,1334521,1,34600,1,38,200,1,4,0,0,1,0,32,0,12,0,1,1,19,31,7,0
280116,202201,1334522,1,69000,1,49,200,1,4,0,0,1,0,40,1,18,1,1,1,30,36,13,0
280127,202201,1334565,3,5000,0,32,515,0,4,1,0,0,0,20,1,16,0,1,1,13,31,1,0
280128,202201,1334565,4,6500,1,21,515,1,3,1,0,0,0,40,1,16,0,1,1,12,20,1,0
280133,202201,1334591,1,77000,1,29,411,1,3,0,0,1,0,60,1,18,1,0,0,9,22,7,0
280135,202201,1334597,1,30000,1,41,200,1,4,0,0,1,0,60,1,18,1,1,1,37,32,9,1
280143,202201,1334624,1,42000,1,42,210,1,4,0,0,1,0,32,0,12,0,1,1,22,25,17,0
280149,202201,1334636,3,13000,1,22,200,1,4,0,0,1,0,40,1,16,0,1,1,5,12,10,0
280159,202201,1334693,2,49000,0,47,200,0,6,0,0,1,0,40,0,13,0,1,1,6,34,13,0
280160,202201,1334693,3,20000,0,24,200,0,4,0,0,1,0,30,0,13,0,1,1,17,18,6,0
280162,202201,1334701,3,40000,0,30,200,0,4,0,0,1,0,43,0,12,0,1,1,28,27,3,0
280174,202201,1334757,2,0,0,66,453,0,3,0,0,1,0,40,0,13,0,1,0,67,66,0,1
280177,202201,1334778,1,30000,1,37,260,1,3,0,1,0,0,30,1,20,1,0,1,17,22,15,0
280178,202201,1334778,3,18000,1,28,260,1,3,0,1,0,0,40,1,16,0,0,1,17,22,6,0
280189,202201,1334832,2,30000,0,70,200,0,6,0,0,1,0,40,0,12,0,1,1,29,64,6,0
280191,202201,1334838,2,280000,0,45,250,0,4,0,0,1,0,50,1,16,0,1,1,7,28,17,0
280193,202201,1334849,1,60000,0,49,210,0,4,0,0,1,0,55,0,11,0,1,1,11,32,17,0
280197,202201,1334864,1,0,0,34,536,0,3,0,0,1,0,40,1,18,1,1,0,19,30,4,1
280218,202201,1334946,1,0,1,38,410,1,3,0,0,1,0,30,0,14,0,0,0,8,37,1,1
280220,202201,1334952,1,537000,1,54,410,1,3,0,0,1,0,40,1,18,1,0,0,15,41,13,0
280223,202201,1334962,1,0,0,35,465,0,3,0,0,1,1,0,0,12,0,1,1,29,28,7,0
280228,202201,1334971,1,2600,1,29,200,1,4,0,0,1,0,25,0,12,0,1,1,1,22,7,0
280236,202201,1334991,3,7800,1,18,515,1,3,1,0,0,0,15,0,11,0,1,1,10,12,6,0
280239,202201,1335003,1,45000,0,65,453,0,3,0,0,1,0,50,0,13,0,1,0,39,56,9,0
280254,202201,1335027,2,50000,0,23,200,0,4,0,0,1,0,40,1,16,0,1,1,3,14,9,0
280262,202201,1335057,1,100000,0,59,200,0,5,0,0,1,0,40,0,6,0,1,1,40,44,15,0
280269,202201,1335085,1,22500,0,46,200,0,4,0,0,0,0,40,0,12,0,1,1,35,38,8,0
280277,202201,1335103,2,12500,1,20,250,1,4,0,0,1,0,20,0,12,0,1,1,10,18,2,0
280279,202201,1335108,2,60000,0,59,200,0,4,0,0,1,0,40,0,12,0,1,1,39,47,12,0
280304,202201,1335217,3,10000,1,30,200,1,5,0,0,1,0,37,1,16,0,1,1,23,18,12,0
280310,202201,1335229,2,0,0,55,200,0,4,0,0,1,0,50,0,13,0,1,1,25,50,5,1
280325,202201,1335299,1,25000,1,57,300,1,4,0,0,0,1,40,0,11,0,1,1,24,55,2,0
280328,202201,1335311,3,2500,0,18,150,0,3,0,0,1,0,10,0,11,0,1,1,3,13,5,0
280335,202201,1335341,2,8000,0,44,200,0,4,0,0,1,0,60,0,11,0,1,1,15,27,17,0
280344,202201,1335369,2,40000,0,34,200,0,5,0,0,0,0,50,0,11,0,1,1,3,17,17,0
280345,202201,1335374,2,25000,1,42,200,1,6,0,0,1,0,40,0,8,0,1,1,7,28,14,0
280346,202201,1335384,2,26400,0,32,200,0,4,0,0,1,0,40,0,14,0,1,1,26,27,5,0
280349,202201,1335395,1,96000,0,35,200,0,5,0,0,1,0,84,0,12,0,1,1,11,31,4,0
280352,202201,1335406,1,73000,1,45,522,1,3,0,0,1,0,40,0,13,0,1,1,45,44,1,0
280385,202201,1335509,1,90000,0,62,200,0,5,0,0,0,0,50,0,6,0,1,1,32,45,17,0
280388,202201,1335517,1,200000,0,38,502,0,5,1,0,0,0,40,1,16,0,1,0,16,24,14,0
280389,202201,1335517,2,48000,1,37,502,1,5,1,0,0,0,40,1,16,0,1,0,7,21,16,0
280406,202201,1335541,1,50000,1,38,500,1,3,0,1,0,0,55,1,18,1,1,1,21,24,14,0
280407,202201,1335541,2,100000,0,38,500,0,3,0,1,0,0,40,1,16,0,1,1,24,34,4,0
280412,202201,1335557,2,29200,1,53,200,1,1,0,0,1,0,60,0,11,0,1,1,18,42,11,0
280427,202201,1335594,2,40000,1,56,200,1,4,0,0,1,0,40,0,12,0,1,1,37,43,13,0
280428,202201,1335599,1,4000,1,79,200,1,4,0,0,1,0,30,0,6,0,1,1,27,71,8,0
280432,202201,1335624,2,0,1,19,500,1,5,1,0,0,0,17,0,13,0,1,1,18,17,2,1
280435,202201,1335628,1,100000,0,34,250,0,4,0,0,1,0,36,0,14,0,1,1,14,27,7,0
280448,202201,1335662,2,66000,1,52,410,1,3,0,0,1,0,40,0,12,0,0,0,10,39,13,0
280451,202201,1335676,2,150000,0,77,457,0,6,0,0,1,0,47,1,18,1,1,1,61,70,7,0
280457,202201,1335688,1,0,1,68,200,1,4,0,0,1,1,0,1,16,0,1,1,51,62,6,0
280460,202201,1335689,1,150000,0,51,453,0,3,1,0,0,0,60,1,18,1,1,0,26,39,12,1
280475,202201,1335715,1,83000,0,45,210,0,5,0,0,0,0,10,0,12,0,1,1,22,41,4,0
280481,202201,1335741,1,130000,0,58,200,0,5,0,0,1,0,40,1,16,0,1,1,24,41,17,0
280487,202201,1335763,2,50000,0,34,200,0,5,0,0,1,0,40,0,13,0,1,1,2,22,12,0
280490,202201,1335774,1,0,0,46,515,0,4,1,0,0,1,0,0,13,0,1,1,30,33,13,0
280502,202201,1335796,2,30000,1,48,200,1,4,0,0,1,0,40,0,13,0,1,1,15,47,1,1
280503,202201,1335802,1,27000,1,27,200,1,4,0,0,0,0,30,0,12,0,1,1,4,24,3,1
280506,202201,1335810,2,38000,1,24,300,1,4,0,0,1,0,45,1,18,1,1,1,16,15,9,0
280513,202201,1335842,1,23000,1,52,200,1,5,0,0,0,0,40,0,12,0,1,1,26,41,11,0
280520,202201,1335885,2,57000,1,53,200,1,4,0,0,1,0,40,0,14,0,1,1,20,39,14,0
280525,202201,1335916,2,50000,1,50,200,1,1,0,0,0,0,40,1,16,0,1,1,23,43,7,1
280542,202201,1335984,2,39000,0,56,200,0,4,0,0,1,0,40,0,12,0,1,1,5,44,12,0
280543,202201,1335985,1,0,1,39,200,1,4,0,0,0,0,30,1,18,1,1,1,25,31,8,1
280558,202201,1336041,1,93000,1,51,515,1,3,1,0,1,0,40,1,18,1,1,1,37,46,5,0
280566,202201,1336063,1,0,1,33,260,1,4,0,1,0,0,5,0,12,0,0,1,14,30,3,1
280570,202201,1336071,3,2000,1,18,300,1,4,0,0,1,0,12,0,12,0,1,1,4,7,11,0
280573,202201,1336079,2,180000,0,29,200,0,3,0,0,1,0,40,1,16,0,1,1,23,26,3,1
280577,202201,1336091,3,40000,1,58,210,1,6,0,0,0,0,48,0,11,0,1,1,30,41,17,0
280578,202201,1336098,1,46000,0,37,200,0,4,0,0,1,0,50,0,13,0,1,1,12,31,6,0
280587,202201,1336139,3,2000,0,20,500,0,5,1,0,0,0,16,1,16,0,1,1,5,19,1,0
280591,202201,1336142,3,23800,0,39,502,0,4,1,0,0,0,20,0,13,0,1,0,18,33,6,0
280597,202201,1336161,2,12000,1,25,599,1,4,1,0,0,0,15,0,12,0,1,1,8,15,10,0
280599,202201,1336161,4,10000,0,20,599,0,5,1,0,0,0,20,0,13,0,1,1,7,9,11,0
280618,202201,1336217,2,0,0,60,200,0,6,0,0,1,0,20,0,8,0,1,1,23,51,9,1
280623,202201,1336232,1,0,0,61,200,0,6,0,0,1,0,48,0,12,0,1,1,32,54,7,1
280629,202201,1336243,1,70000,0,45,515,0,3,1,0,1,0,40,1,16,0,1,1,46,45,0,0
280635,202201,1336262,3,5000,0,22,515,0,4,1,0,0,0,40,1,18,1,1,1,17,16,6,0
280641,202201,1336271,1,0,0,57,200,0,5,0,0,1,0,48,0,12,0,1,1,21,57,0,1
280644,202201,1336283,1,42000,1,56,200,1,4,0,0,0,0,40,0,12,0,1,1,21,43,13,0
280646,202201,1336291,1,25000,0,50,200,0,6,0,0,1,0,40,1,18,1,1,1,3,49,1,1
280649,202201,1336296,1,39000,0,49,200,0,4,0,0,1,0,48,1,18,1,1,1,17,41,8,0
280670,202201,1336357,1,110000,1,35,300,1,4,0,0,1,0,40,1,18,1,1,1,19,26,9,0
280672,202201,1336360,2,11200,1,59,300,1,4,0,0,1,0,32,1,16,0,1,1,6,58,1,0
280692,202201,1336434,1,42000,1,45,200,1,1,0,0,1,0,30,1,16,0,1,1,2,40,5,1
280695,202201,1336439,2,537000,0,62,300,0,3,0,0,1,0,30,1,18,1,1,1,48,52,10,1
280704,202201,1336482,1,123000,1,35,200,1,4,1,0,0,0,40,1,16,0,1,1,3,32,3,0
280706,202201,1336499,2,39000,1,58,200,1,5,0,0,0,0,39,0,6,0,1,1,35,41,17,0
280714,202201,1336515,1,0,0,58,200,0,5,0,0,1,0,50,0,6,0,1,1,2,41,17,1
280721,202201,1336530,3,78000,0,34,502,0,3,1,0,0,0,40,1,16,0,1,0,24,31,3,0
280726,202201,1336539,1,53000,1,58,200,1,4,0,0,1,0,40,0,14,0,1,1,24,54,4,0
280734,202201,1336571,2,70000,0,32,200,0,4,0,0,1,0,84,0,9,0,1,1,3,21,11,0
280738,202201,1336580,1,71000,0,62,200,0,4,0,0,1,0,90,0,12,0,1,1,22,51,11,0
280748,202201,1336604,3,30000,0,35,200,0,4,0,0,1,0,60,0,12,0,1,1,21,25,10,1
280757,202201,1336654,2,12000,0,51,500,0,4,1,0,0,0,30,1,16,0,1,1,35,41,10,0
280764,202201,1336677,1,50000,1,57,200,1,4,0,0,1,0,40,0,12,0,1,1,40,48,9,0
280771,202201,1336711,1,112000,1,68,421,1,3,0,0,1,0,40,0,14,0,1,0,62,65,3,0
280772,202201,1336712,1,50000,0,45,210,0,5,0,0,1,0,40,0,12,0,1,1,20,31,14,0
280774,202201,1336715,1,85000,0,68,150,0,3,0,0,1,0,40,1,18,1,1,1,50,67,1,0
280779,202201,1336728,1,15000,0,50,200,0,4,0,0,0,0,60,0,0,0,1,1,32,48,2,0
280789,202201,1336765,5,113000,1,33,511,1,4,1,0,0,0,40,1,16,0,1,1,5,21,12,0
280796,202201,1336792,2,16600,1,50,210,1,5,0,0,0,0,32,0,10,0,1,1,22,35,15,0
280799,202201,1336801,1,120000,1,44,515,1,4,1,0,0,0,50,1,18,1,1,1,27,32,12,0
280804,202201,1336808,1,98000,0,45,210,0,4,0,0,1,0,40,0,12,0,1,1,14,29,16,0
280846,202201,1336912,1,12300,1,57,200,1,5,0,0,1,0,32,0,10,0,1,1,37,49,8,0
280854,202201,1336941,2,36400,1,59,300,1,4,0,0,1,0,40,0,7,0,1,1,14,42,17,1
280857,202201,1336959,1,6000,1,46,200,1,6,0,0,0,0,18,0,12,0,1,1,12,31,15,0
280864,202201,1336982,1,45000,0,67,200,0,5,0,0,1,0,40,0,0,0,1,1,42,52,15,0
280873,202201,1337020,1,5000,1,52,260,1,5,0,0,0,0,6,0,14,0,0,1,23,36,16,1
280874,202201,1337020,2,34000,0,55,260,0,5,0,1,0,0,40,0,12,0,0,1,26,40,15,0
280888,202201,1337076,1,27900,1,43,210,1,4,0,0,1,1,40,0,12,0,1,1,2,29,14,0
280890,202201,1337080,1,31200,0,40,200,0,6,0,0,1,0,50,0,6,0,1,1,17,29,11,0
280897,202201,1337124,2,30000,0,32,200,0,5,0,0,1,0,40,0,11,0,1,1,11,24,8,0
280923,202201,1337184,1,58000,0,52,210,0,4,0,0,1,0,40,0,11,0,1,1,20,43,9,0
280934,202201,1337219,2,97000,0,47,502,0,4,1,0,0,0,40,1,18,1,1,0,34,46,1,0
280968,202201,1337356,2,42300,0,28,200,0,3,0,0,0,0,40,1,16,0,1,1,26,27,1,0
280987,202201,1337419,1,38400,1,57,513,1,6,1,0,0,0,40,0,12,0,1,1,11,42,15,0
280990,202201,1337421,1,48000,1,56,200,1,3,0,0,1,0,40,0,12,0,1,1,3,54,2,0
280996,202201,1337448,1,44000,0,29,200,0,4,0,0,1,0,75,0,13,0,1,1,11,22,7,0
281032,202201,1337555,1,49000,1,57,200,1,5,0,0,1,0,40,0,14,0,1,1,38,47,10,0
281033,202201,1337556,1,137000,0,27,150,0,4,1,0,0,0,40,1,16,0,1,1,12,26,1,0
281038,202201,1337561,1,60000,0,30,200,0,4,0,0,1,0,37,0,13,0,1,1,14,13,17,0
281045,202201,1337588,1,100000,0,52,500,0,4,1,0,0,0,50,0,12,0,1,1,36,47,5,1
281051,202201,1337596,1,75000,1,35,200,1,4,0,0,0,0,50,1,16,0,1,1,3,27,8,0
281054,202201,1337609,1,280000,0,47,413,0,4,1,0,0,0,40,0,13,0,0,0,35,45,2,1
281057,202201,1337612,3,13000,0,20,517,0,5,1,0,0,0,37,0,12,0,1,1,4,12,8,0
281077,202201,1337639,1,25000,1,49,200,1,3,0,0,0,0,40,0,0,0,1,1,2,33,16,0
281078,202201,1337639,2,30000,0,51,210,0,3,0,0,0,0,40,0,0,0,1,1,21,38,13,0
281086,202201,1337665,2,34000,0,64,200,0,4,0,0,1,0,40,0,12,0,1,1,49,63,1,0
281097,202201,1337688,1,44000,1,50,200,1,1,0,0,0,0,40,0,12,0,1,1,32,40,10,0
281108,202201,1337734,1,537000,1,52,500,1,4,1,0,0,0,45,1,18,1,1,1,32,38,14,0
281109,202201,1337747,2,60000,1,31,300,1,4,0,0,1,0,36,0,14,0,1,1,22,28,3,0
281110,202201,1337750,1,85000,0,42,300,0,4,0,0,0,0,50,0,14,0,1,1,14,29,13,0
281118,202201,1337766,5,120000,0,56,200,0,4,0,0,1,0,40,1,16,0,1,1,36,49,7,0
281124,202201,1337778,1,800,1,23,500,1,3,1,0,0,0,8,0,13,0,1,1,22,21,2,0
281125,202201,1337780,1,98000,1,40,210,1,3,0,0,1,0,34,0,14,0,1,1,4,38,2,0
281169,202201,1337939,1,22000,1,58,200,1,5,0,0,0,0,37,0,12,0,1,1,33,42,16,0
281173,202201,1337945,2,8200,1,54,200,1,5,0,0,1,0,20,0,9,0,1,1,37,47,7,0
281189,202201,1338018,2,6000,0,67,200,0,5,0,0,1,0,20,0,9,0,1,1,29,51,16,0
281206,202201,1338083,2,600,1,50,200,1,4,0,0,1,0,10,0,12,0,1,1,32,41,9,0
281218,202201,1338129,1,250000,1,54,502,1,3,1,0,0,0,60,1,18,1,1,0,42,51,3,0
281219,202201,1338129,2,250000,0,58,502,0,3,1,0,0,0,40,1,16,0,1,0,39,44,14,0
281244,202201,1338244,1,97000,1,38,200,1,4,0,0,0,0,60,0,14,0,1,1,0,21,17,0
281248,202201,1338291,1,108000,0,53,210,0,4,0,0,1,0,40,1,18,1,1,1,27,37,16,0
281259,202201,1338323,2,15000,0,28,515,0,4,1,0,0,0,24,0,14,0,1,1,1,12,16,0
281265,202201,1338345,1,78000,1,37,200,1,5,0,0,0,0,40,1,16,0,1,1,14,25,12,0
281272,202201,1338370,1,70000,0,38,522,0,3,0,0,1,0,70,1,18,1,1,1,30,35,3,1
281302,202201,1338483,1,22900,1,55,200,1,4,0,0,1,0,40,0,14,0,1,1,36,54,1,0
281303,202201,1338489,1,48000,1,62,200,1,4,0,0,1,0,80,0,13,0,1,1,21,49,13,0
281305,202201,1338500,1,96000,0,29,465,0,4,0,0,1,0,8,1,16,0,1,1,13,19,10,0
281309,202201,1338520,2,40000,0,29,200,0,4,0,0,1,0,40,0,12,0,1,1,1,18,11,0
281316,202201,1338530,1,14000,1,67,300,1,5,0,0,0,0,36,0,5,0,1,1,41,51,16,0
281319,202201,1338539,1,55000,1,52,300,1,4,0,0,0,0,25,0,13,0,1,1,47,46,6,0
281322,202201,1338546,3,9800,1,21,200,1,1,0,0,1,0,39,0,0,0,1,1,6,5,16,0
281323,202201,1338546,4,203000,1,18,200,1,5,0,0,1,0,39,0,12,0,1,1,6,5,13,0
281333,202201,1338596,2,245000,1,42,500,1,3,1,0,0,0,40,1,16,0,1,1,20,39,3,0
