,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
2213,202201,31890,2,0,1,35,465,1,4,1,0,1,0,30,1,18,1,1,1,19,27,8,1
2219,202201,31907,1,10000,1,69,200,1,4,0,0,1,0,40,1,18,1,1,1,50,67,2,0
2225,202201,31930,2,13000,1,25,543,1,3,1,1,1,0,25,0,12,0,1,0,12,13,12,0
2238,202201,31991,1,8000,0,61,200,0,3,0,0,0,0,40,0,12,0,1,1,2,54,7,0
2246,202201,32030,1,34000,1,40,300,1,5,0,0,0,0,27,1,18,1,1,1,19,24,16,1
2284,202201,32195,1,10000,1,36,200,1,4,0,0,0,0,38,0,13,0,1,1,16,35,1,0
2287,202201,32215,2,23000,1,49,200,1,5,0,0,1,0,40,0,12,0,1,1,21,33,16,0
2299,202201,32282,1,60000,0,45,413,0,3,0,0,1,1,40,1,16,0,0,0,0,35,10,0
2302,202201,32313,1,518000,0,38,537,0,3,0,0,1,0,99,1,18,1,1,1,25,31,7,0
2318,202201,32375,2,80000,0,27,500,0,5,1,0,0,0,40,1,18,1,1,1,7,11,16,0
2321,202201,32387,1,60000,0,41,200,0,5,0,0,0,0,40,0,12,0,1,1,8,26,15,0
2329,202201,32419,1,60000,0,39,502,0,4,1,0,0,0,40,1,18,1,1,0,17,22,17,0
2333,202201,32453,5,26000,0,21,200,0,4,0,0,0,0,40,0,13,0,1,1,1,18,3,0
2336,202201,32469,2,51000,0,58,200,0,4,0,0,0,0,40,1,16,0,1,1,26,53,5,0
2387,202201,32781,1,5000,1,39,200,1,4,0,0,1,1,36,1,20,1,1,1,23,32,7,0
2388,202201,32781,3,25000,0,41,200,0,4,0,0,1,0,48,0,13,0,1,1,18,32,9,0
2390,202201,32799,1,210000,0,42,515,0,3,1,0,0,0,60,1,16,0,1,1,27,32,10,0
2397,202201,32813,1,32000,1,61,200,1,5,0,0,0,0,40,1,16,0,1,1,32,61,0,0
2414,202201,32928,2,26600,0,21,465,0,3,0,0,1,0,40,0,12,0,1,1,21,20,1,0
2418,202201,32956,2,0,0,20,434,0,3,0,0,1,0,50,0,12,0,1,0,19,6,14,1
2426,202201,33000,2,35000,0,39,200,0,6,0,0,1,0,40,0,12,0,1,1,18,33,6,0
2433,202201,33031,2,65000,1,27,210,1,4,0,0,0,0,40,1,16,0,1,1,18,19,8,0
2434,202201,33060,1,60000,0,61,517,0,3,1,0,0,0,40,1,18,1,1,1,41,49,12,0
2457,202201,33160,1,75000,1,55,436,1,3,0,0,1,0,37,0,12,0,1,0,23,43,12,0
2476,202201,33261,1,100000,0,34,150,0,3,1,0,0,0,60,1,16,0,1,1,20,22,12,0
2478,202201,33265,1,33400,0,39,433,0,4,0,0,1,0,40,0,11,0,1,0,16,34,5,0
2479,202201,33265,2,12000,1,36,433,1,4,0,0,1,0,14,0,10,0,1,0,1,19,17,0
2484,202201,33282,2,0,1,49,200,1,5,0,0,1,1,0,0,12,0,1,1,32,47,2,0
2485,202201,33282,4,31100,0,21,200,0,5,0,0,1,0,28,0,13,0,1,1,16,15,6,0
2492,202201,33306,1,82000,0,62,210,0,3,0,0,0,0,41,1,16,0,1,1,32,51,11,0
2499,202201,33334,1,62000,0,27,200,0,4,0,0,1,0,40,1,18,1,1,1,18,21,6,0
2511,202201,33375,1,60000,0,45,200,0,6,0,0,1,0,50,0,11,0,1,1,21,29,16,0
2512,202201,33387,1,65000,0,34,200,0,4,0,0,1,0,50,0,12,0,1,1,7,33,1,0
2513,202201,33390,1,30000,0,41,515,0,4,1,0,0,0,5,0,13,0,1,1,22,35,6,0
2517,202201,33427,1,0,0,43,200,0,5,0,0,1,0,8,0,9,0,1,1,17,31,12,1
2539,202201,33576,3,38400,0,27,515,0,4,1,0,0,0,40,0,13,0,1,1,15,19,8,0
2551,202201,33682,2,48500,1,53,200,1,3,0,0,1,0,60,0,12,0,1,1,49,48,5,0
2556,202201,33710,1,99000,0,60,200,0,4,0,0,1,0,40,0,14,0,1,1,47,46,14,0
2562,202201,33735,1,40000,1,40,200,1,4,0,0,1,0,40,0,12,0,1,1,11,29,11,0
2575,202201,33795,1,5800,0,65,200,0,6,0,0,1,0,36,0,6,0,1,1,47,57,8,0
2577,202201,33811,2,82000,1,31,461,1,3,0,0,1,0,40,1,16,0,1,0,26,30,1,0
2580,202201,33816,2,32500,1,49,200,1,4,0,0,1,0,40,0,10,0,1,1,18,48,1,0
2586,202201,33850,2,21000,1,34,200,1,4,0,0,1,0,40,0,12,0,1,1,9,27,7,0
2588,202201,33858,1,180000,0,37,465,0,3,0,0,1,0,40,1,18,1,1,1,33,32,5,0
2589,202201,33859,1,70000,0,37,200,0,4,0,0,1,0,40,0,12,0,1,1,10,35,2,0
2602,202201,33932,1,89000,0,29,434,0,4,0,0,1,0,40,0,13,0,1,0,22,25,4,0
2603,202201,33938,1,30000,1,58,200,1,4,0,0,1,0,40,0,14,0,1,1,28,57,1,0
2604,202201,33938,2,35000,0,61,200,0,4,0,0,1,0,40,1,16,0,1,1,28,46,15,0
2611,202201,33961,2,0,1,54,517,1,3,1,0,0,1,0,1,16,0,1,1,34,41,13,0
2616,202201,33995,2,89000,1,56,410,1,4,0,0,1,0,40,1,18,1,0,0,33,43,13,0
2623,202201,34015,3,40000,0,41,200,0,4,0,0,1,0,40,1,16,0,1,1,2,39,2,0
2630,202201,34057,1,38600,0,67,410,0,3,0,0,1,0,40,0,12,0,0,0,43,58,9,0
2634,202201,34086,1,68000,0,41,200,0,4,0,0,0,0,60,0,12,0,1,1,17,24,17,1
2635,202201,34086,2,21000,1,40,200,1,4,0,0,0,0,32,1,16,0,1,1,10,27,13,0
2644,202201,34120,1,45000,0,25,200,0,5,0,0,1,0,40,0,9,0,1,1,5,12,13,0
2666,202201,34179,2,7200,0,50,200,0,4,0,0,1,0,35,1,18,1,1,1,1,44,6,0
2667,202201,34186,1,12000,1,32,200,1,6,0,0,1,0,30,0,0,0,1,1,7,19,13,0
2670,202201,34187,2,60000,1,26,501,1,4,1,0,0,0,40,0,13,0,1,0,13,24,2,0
2671,202201,34188,1,25000,0,38,200,0,6,0,0,1,0,45,0,12,0,1,1,24,23,15,1
2685,202201,34228,2,9600,0,26,537,0,4,0,0,1,0,40,1,16,0,1,1,5,21,5,0
2696,202201,34272,1,45000,0,42,200,0,5,0,0,1,0,40,0,12,0,1,1,3,26,16,0
2697,202201,34272,5,45000,1,39,200,1,4,0,0,1,0,40,0,14,0,1,1,3,36,3,0
2699,202201,34320,2,27000,0,50,465,0,5,0,0,1,0,40,0,12,0,1,1,29,39,11,0
2704,202201,34327,1,98000,1,49,200,1,4,0,0,0,0,40,0,14,0,1,1,13,46,3,0
2705,202201,34333,1,22000,1,67,150,1,3,0,0,1,0,36,0,12,0,1,1,67,65,2,0
2713,202201,34386,2,145000,0,27,465,0,3,0,0,1,0,40,1,16,0,1,1,14,23,4,0
2716,202201,34411,1,38000,1,43,200,1,3,0,0,0,0,40,0,12,0,1,1,26,42,1,0
2720,202201,34431,3,0,1,23,420,1,4,0,1,1,0,39,1,16,0,1,0,12,20,3,1
2730,202201,34465,3,12000,1,18,465,1,3,1,0,1,0,30,0,12,0,1,1,18,17,1,0
2736,202201,34507,1,0,1,51,200,1,4,0,0,1,0,60,0,6,0,1,1,23,38,13,1
2741,202201,34532,1,40000,0,35,465,0,3,1,0,1,0,20,1,16,0,1,1,16,22,13,0
2743,202201,34543,1,140000,0,43,200,0,4,0,0,1,0,40,1,16,0,1,1,42,32,11,0
2744,202201,34543,2,75000,1,41,300,1,4,0,0,1,0,40,1,18,1,1,1,21,37,4,0
2752,202201,34574,2,160000,1,48,200,1,4,0,0,1,0,40,0,12,0,1,1,38,43,5,0
2758,202201,34611,1,0,0,24,200,0,4,0,0,0,0,40,0,12,0,1,1,4,22,2,1
2783,202201,34706,1,90000,0,57,515,0,3,1,0,0,0,5,1,16,0,1,1,48,53,4,0
2801,202201,34776,1,53000,0,73,200,0,4,0,0,1,0,50,0,13,0,1,1,24,62,11,0
2807,202201,34789,1,90000,0,56,200,0,4,0,0,1,0,45,0,12,0,1,1,39,51,5,0
2808,202201,34789,2,40000,1,57,200,1,4,0,0,1,0,45,0,12,0,1,1,27,42,15,0
2811,202201,34809,1,0,1,57,413,1,3,0,0,1,0,40,0,14,0,0,0,14,40,17,1
2823,202201,34877,2,35000,0,42,200,0,5,0,0,1,0,40,0,13,0,1,1,16,29,13,0
2829,202201,34937,1,99000,0,51,200,0,4,0,0,1,0,40,0,14,0,1,1,26,41,10,0
2844,202201,34982,3,39300,1,27,260,1,4,0,1,0,0,40,0,12,0,0,1,11,15,12,0
2846,202201,35003,2,42000,0,25,200,0,4,0,0,1,0,40,0,13,0,1,1,2,11,14,0
2849,202201,35019,2,68000,0,64,436,0,3,0,0,1,0,40,0,12,0,1,0,56,55,9,0
2863,202201,35076,2,0,0,30,200,0,4,0,0,0,0,40,0,12,0,1,1,1,22,8,1
2865,202201,35081,1,52000,1,37,210,1,3,0,0,0,0,50,0,12,0,1,1,16,36,1,0
2869,202201,35090,1,50000,1,27,250,1,4,0,0,1,0,40,1,16,0,1,1,10,15,12,0
2876,202201,35097,3,52000,0,25,500,0,4,1,0,0,0,47,0,0,0,1,1,21,24,1,0
2886,202201,35126,1,170000,0,65,500,0,5,1,0,0,0,40,1,16,0,1,1,47,54,11,0
2889,202201,35145,1,32000,0,52,200,0,4,0,0,0,0,40,0,12,0,1,1,35,42,10,0
2896,202201,35171,2,36000,1,47,200,1,5,0,0,0,0,40,0,11,0,1,1,27,46,1,0
2897,202201,35171,7,28000,1,23,200,1,4,0,0,0,0,35,0,12,0,1,1,11,14,9,0
2898,202201,35180,1,90000,0,41,200,0,4,0,0,0,0,50,0,12,0,1,1,7,29,12,0
2910,202201,35201,1,45000,0,48,200,0,3,0,0,1,0,40,0,12,0,1,1,30,44,4,0
2916,202201,35252,2,7500,1,54,517,1,3,0,0,1,0,40,1,16,0,1,1,55,53,1,0
2926,202201,35310,4,0,1,34,200,1,4,0,0,0,0,40,0,12,0,1,1,9,31,3,1
2928,202201,35322,1,650,1,59,210,1,6,0,0,0,0,20,0,0,0,1,1,22,45,14,0
2941,202201,35369,2,130000,1,42,200,1,3,0,0,0,0,40,1,16,0,1,1,23,41,1,0
2943,202201,35382,2,69000,0,54,200,0,4,0,0,1,0,45,0,13,0,1,1,14,38,16,0
2960,202201,35472,1,60000,0,47,200,0,4,0,0,0,0,45,0,12,0,1,1,12,43,4,0
2961,202201,35472,2,69000,0,46,200,0,4,0,0,0,0,40,0,12,0,1,1,6,35,11,0
2971,202201,35495,2,200000,1,29,501,1,6,1,0,0,0,40,0,14,0,1,0,5,13,16,0
2972,202201,35496,2,160000,0,58,465,0,3,0,0,1,0,50,1,16,0,1,1,34,42,16,0
2974,202201,35504,1,13200,1,41,200,1,6,0,0,0,0,25,0,12,0,1,1,3,24,17,0
2981,202201,35529,2,60000,0,55,260,0,4,0,0,0,0,40,1,18,1,0,1,34,42,13,0
2986,202201,35540,3,8500,0,24,532,0,4,0,0,1,0,28,0,13,0,1,1,1,7,17,0
2987,202201,35540,4,8500,0,20,532,0,4,0,0,1,0,28,0,13,0,1,1,1,7,13,0
2988,202201,35541,1,45000,1,52,438,1,4,0,0,1,0,60,1,18,1,1,0,14,47,5,0
2991,202201,35558,7,65000,1,52,300,1,4,0,0,1,0,40,0,13,0,1,1,1,36,16,0
3002,202201,35607,3,13400,1,21,502,1,3,1,0,0,0,12,0,13,0,1,0,21,20,1,0
3007,202201,35626,2,132000,1,46,210,1,4,0,0,1,0,50,1,18,1,1,1,15,36,10,0
3010,202201,35653,1,27500,1,39,200,1,5,0,0,0,0,25,0,12,0,1,1,18,26,13,0
3016,202201,35683,2,35000,1,63,517,1,4,1,0,0,0,40,0,12,0,1,1,10,46,17,0
3021,202201,35700,1,30000,1,61,200,1,5,0,0,1,0,40,0,13,0,1,1,42,51,10,0
3029,202201,35738,1,0,0,40,200,0,5,0,0,1,0,54,0,14,0,1,1,16,25,15,1
3049,202201,35866,2,66000,1,61,515,1,5,1,0,0,0,48,0,12,0,1,1,43,47,14,0
3051,202201,35880,2,40000,1,54,200,1,5,0,0,1,0,40,0,12,0,1,1,25,50,4,0
3057,202201,35929,2,0,0,60,200,0,4,0,0,1,0,40,0,12,0,1,1,33,54,6,1
3058,202201,35937,2,63000,1,46,200,1,4,0,0,1,0,40,1,16,0,1,1,6,35,11,0
3070,202201,35990,2,75000,0,26,426,0,5,0,0,1,0,40,1,16,0,1,0,8,21,5,0
3081,202201,36082,1,7000,1,32,200,1,5,0,0,1,0,40,0,13,0,1,1,9,18,14,0
3098,202201,36228,1,202000,0,55,515,0,3,1,0,0,0,40,1,16,0,1,1,44,50,5,0
3100,202201,36250,1,72000,1,35,200,1,4,0,0,1,0,40,0,13,0,1,1,2,21,14,0
3106,202201,36299,1,3000,1,21,465,1,4,1,0,0,0,15,0,13,0,1,1,21,20,1,0
3117,202201,36330,3,6000,1,20,515,1,4,1,0,0,0,10,0,13,0,1,1,2,14,6,0
3118,202201,36330,5,3000,1,19,515,1,4,1,0,0,0,10,0,13,0,1,1,2,14,5,0
3125,202201,36387,2,100000,1,38,502,1,3,1,0,0,0,40,0,13,0,1,0,38,37,1,0
3143,202201,36457,1,175000,0,37,300,0,4,0,0,1,0,45,1,18,1,1,1,16,28,9,0
3149,202201,36474,1,16000,1,70,453,1,3,0,0,1,0,18,0,12,0,1,0,61,69,1,0
3151,202201,36476,1,80000,0,61,511,0,4,1,0,0,0,40,1,16,0,1,1,35,46,15,0
3154,202201,36494,2,77000,1,31,200,1,4,0,0,0,0,45,0,12,0,1,1,1,24,7,0
3156,202201,36500,3,0,0,19,452,0,4,0,0,1,0,10,0,13,0,1,1,3,7,12,1
3184,202201,36652,1,40000,1,72,150,1,3,0,0,1,0,20,1,18,1,1,1,62,71,1,0
3199,202201,36738,2,106000,1,41,532,1,3,0,0,1,0,45,1,16,0,1,1,8,31,10,0
3202,202201,36746,1,102000,0,38,515,0,4,1,0,1,0,40,0,12,0,1,1,17,23,15,0
3203,202201,36761,1,0,0,41,300,0,4,0,0,1,0,40,0,12,0,1,1,40,39,2,1
3208,202201,36781,1,70000,0,51,200,0,4,0,0,1,0,40,1,16,0,1,1,5,49,2,0
3219,202201,36813,1,20000,1,47,513,1,3,1,0,0,0,20,0,14,0,1,1,2,40,7,0
3231,202201,36854,2,30000,0,44,200,0,4,0,0,1,0,40,1,16,0,1,1,44,43,1,1
3246,202201,36929,1,38000,0,25,200,0,5,0,0,0,0,40,0,12,0,1,1,2,11,14,0
3253,202201,36942,4,30000,1,21,532,1,4,0,0,1,0,40,0,12,0,1,1,7,6,15,0
3254,202201,36942,5,10000,0,20,532,0,4,0,0,1,0,20,0,12,0,1,1,7,12,8,0
3256,202201,36949,2,65000,1,45,515,1,3,1,0,0,0,40,1,18,1,1,1,43,42,3,0
3263,202201,37009,1,55000,1,40,200,1,5,0,0,1,0,40,0,12,0,1,1,4,23,17,0
3267,202201,37019,2,85000,1,31,150,1,3,0,0,1,0,40,1,16,0,1,1,6,25,6,0
3282,202201,37083,1,72000,1,47,200,1,4,0,0,1,0,40,0,12,0,1,1,27,46,1,0
3283,202201,37086,1,54000,0,51,200,0,3,0,0,0,0,40,0,13,0,1,1,45,46,5,0
3284,202201,37088,1,5800,0,50,300,0,3,0,0,1,0,45,1,16,0,1,1,29,39,11,0
3298,202201,37133,1,35000,0,43,200,0,6,0,0,0,0,40,0,6,0,1,1,26,42,1,0
3302,202201,37155,3,16000,1,32,413,1,3,1,0,0,0,28,0,12,0,0,0,23,30,2,0
3312,202201,37191,4,30000,1,21,260,1,5,0,1,0,0,40,1,16,0,0,1,14,14,7,0
3314,202201,37193,2,32000,1,58,200,1,4,0,0,0,0,24,0,12,0,1,1,37,52,6,0
3317,202201,37214,1,98000,1,43,200,1,4,0,0,1,0,40,1,18,1,1,1,35,41,2,0
3321,202201,37249,1,95000,1,34,465,1,4,0,0,1,0,40,0,14,0,1,1,18,25,9,0
3322,202201,37249,2,115000,0,35,465,0,4,0,0,1,0,40,0,13,0,1,1,14,23,12,0
3323,202201,37251,2,75000,0,61,200,0,4,0,0,1,0,40,0,13,0,1,1,37,47,14,0
3326,202201,37269,2,40000,0,44,200,0,5,0,0,0,0,30,0,12,0,1,1,15,32,12,1
3332,202201,37299,2,27000,1,46,200,1,4,0,0,1,0,40,0,12,0,1,1,20,31,15,0
3343,202201,37366,1,85000,0,35,300,0,3,0,0,1,0,38,1,16,0,1,1,30,31,4,0
3350,202201,37388,1,70000,0,57,200,0,4,0,0,0,0,50,0,12,0,1,1,38,52,5,0
3371,202201,37506,1,50000,0,36,200,0,4,0,0,0,0,55,0,12,0,1,1,16,35,1,0
3376,202201,37523,1,38000,0,54,200,0,5,0,0,0,0,60,0,8,0,1,1,22,41,13,0
3380,202201,37525,9,6000,1,23,200,1,6,0,0,0,0,30,0,12,0,1,1,3,9,14,0
3386,202201,37573,1,25000,0,52,200,0,4,0,0,1,0,40,0,12,0,1,1,35,42,10,0
3387,202201,37575,2,40000,0,32,413,0,4,0,0,1,0,60,1,16,0,0,0,14,26,6,0
3393,202201,37594,1,6000,1,34,200,1,6,0,0,0,0,40,0,12,0,1,1,2,22,12,0
3394,202201,37594,2,34000,0,33,200,0,4,0,0,0,0,40,0,12,0,1,1,21,24,9,0
3406,202201,37662,2,40000,0,49,532,0,3,0,0,1,0,32,1,18,1,1,1,41,48,1,0
3416,202201,37703,1,57000,1,47,200,1,4,0,0,1,0,45,1,16,0,1,1,14,32,15,0
3418,202201,37707,2,50000,1,51,515,1,3,1,0,0,0,50,1,18,1,1,1,36,35,16,0
3425,202201,37736,1,35000,1,27,534,1,4,0,0,1,0,32,1,18,1,1,0,9,18,9,0
3426,202201,37736,2,42000,0,27,456,0,4,0,0,1,0,40,1,18,1,1,0,21,22,5,0
3432,202201,37746,3,20000,0,24,200,0,4,0,0,1,0,40,0,12,0,1,1,22,21,3,0
3433,202201,37751,1,77000,0,33,515,0,4,1,0,0,0,40,1,18,1,1,1,7,19,14,0
3437,202201,37763,2,32000,0,36,200,0,4,0,0,0,0,40,0,12,0,1,1,3,33,3,0
3443,202201,37876,1,48000,1,42,200,1,4,0,0,1,0,40,1,18,1,1,1,22,35,7,0
3457,202201,37921,5,26000,1,61,200,1,6,0,0,0,0,40,0,8,0,1,1,18,47,14,0
3461,202201,37966,1,50000,0,31,520,0,3,1,0,1,0,40,0,13,0,1,1,17,21,10,0
3468,202201,37983,2,60000,0,62,200,0,1,0,0,0,0,40,0,3,0,1,1,55,54,8,0
3473,202201,38006,3,10000,1,23,430,1,3,0,0,1,0,20,0,12,0,1,1,20,19,4,0
3474,202201,38006,4,10000,1,22,430,1,3,0,0,1,0,30,0,12,0,1,1,20,19,3,0
3475,202201,38007,4,17000,1,70,200,1,4,0,0,0,0,50,0,13,0,1,1,20,53,17,0
3476,202201,38016,2,12000,1,24,200,1,4,0,0,1,0,20,0,12,0,1,1,14,21,3,0
3479,202201,38026,2,45000,1,47,200,1,3,0,0,0,0,40,0,12,0,1,1,16,30,17,0
3484,202201,38062,1,33000,1,48,200,1,4,0,0,0,0,40,0,13,0,1,1,27,47,1,0
3485,202201,38062,2,87000,0,48,200,0,4,0,0,0,0,50,1,16,0,1,1,29,47,1,0
3491,202201,38092,1,96000,0,48,200,0,3,0,0,1,0,40,1,20,1,1,1,27,41,7,0
3497,202201,38112,2,35000,0,45,200,0,1,0,0,1,0,40,0,13,0,1,1,19,36,9,0
3500,202201,38129,2,10000,0,36,200,0,4,0,0,0,0,45,0,13,0,1,1,1,20,16,0
3506,202201,38143,1,57000,0,78,453,0,5,0,0,1,0,50,0,14,0,1,0,32,75,3,0
3515,202201,38190,1,41000,0,61,200,0,4,0,0,0,0,40,0,12,0,1,1,24,53,8,0
3520,202201,38233,1,54000,0,72,200,0,4,0,0,0,0,40,0,12,0,1,1,15,66,6,0
3522,202201,38263,1,40000,0,60,200,0,4,0,0,0,0,50,0,6,0,1,1,22,43,17,0
3540,202201,38320,3,95000,1,29,200,1,4,0,0,0,0,46,0,13,0,1,1,10,20,9,0
3541,202201,38320,4,56000,1,26,200,1,4,0,0,0,0,40,0,13,0,1,1,8,20,6,0
3542,202201,38320,5,48000,0,22,200,0,4,0,0,0,0,48,0,12,0,1,1,4,20,2,0
3547,202201,38336,1,45000,0,42,200,0,4,0,0,0,0,66,0,12,0,1,1,14,26,16,0
3555,202201,38384,2,130000,0,59,501,0,5,1,0,0,0,40,1,16,0,1,0,53,52,7,0
3556,202201,38434,1,42000,1,47,200,1,4,0,0,1,0,43,0,13,0,1,1,21,34,13,0
3561,202201,38448,2,40900,0,40,200,0,4,0,0,1,0,40,0,13,0,1,1,8,35,5,0
3571,202201,38481,1,0,0,47,200,0,4,0,0,1,0,40,1,16,0,1,1,26,42,5,1
3582,202201,38522,1,30000,0,58,200,0,5,0,0,1,0,40,0,9,0,1,1,37,52,6,0
3587,202201,38539,1,68000,0,37,210,0,5,0,0,0,0,50,0,13,0,1,1,15,32,5,0
3591,202201,38558,1,1600,1,67,522,1,3,0,0,1,0,10,0,8,0,1,1,47,51,16,0
3596,202201,38568,1,108000,0,47,515,0,3,1,0,1,0,40,0,12,0,1,1,22,38,9,0
3606,202201,38599,1,90000,1,46,210,1,4,0,0,0,0,36,1,16,0,1,1,25,32,14,0
3609,202201,38606,1,30000,0,33,200,0,4,0,0,1,0,40,0,12,0,1,1,19,33,0,0
3620,202201,38666,1,60000,0,30,200,0,4,0,0,0,0,40,0,14,0,1,1,5,27,3,0
3632,202201,38740,2,12800,1,51,511,1,3,1,0,0,0,32,0,14,0,1,1,31,39,12,0
3639,202201,38776,1,80000,1,41,500,1,4,1,0,0,0,24,1,18,1,1,1,26,31,10,0
3641,202201,38782,2,97000,0,48,455,0,3,0,0,1,0,40,1,18,1,1,0,32,40,8,0
3647,202201,38813,1,18000,1,53,532,1,4,0,0,1,0,40,0,12,0,1,1,29,43,10,0
3651,202201,38815,2,200000,1,42,534,1,4,0,0,1,0,30,1,18,1,1,0,25,41,1,0
3657,202201,38837,1,32600,0,54,200,0,5,0,0,1,0,40,0,12,0,1,1,52,51,3,0
3672,202201,38901,2,100000,0,35,465,0,4,0,0,1,0,40,1,18,1,1,1,25,29,6,1
3675,202201,38905,2,7000,1,59,465,1,3,0,0,1,0,32,0,12,0,1,1,12,55,4,1
3696,202201,39004,1,50000,1,48,465,1,3,0,0,1,0,30,1,18,1,1,1,39,42,6,0
3697,202201,39009,1,40100,1,47,200,1,4,0,0,0,0,38,1,16,0,1,1,27,43,4,0
3700,202201,39013,1,30000,0,23,200,0,4,0,0,1,0,37,0,13,0,1,1,11,15,8,0
3703,202201,39025,1,80000,1,38,502,1,3,1,0,1,0,40,1,16,0,1,0,39,30,8,0
3705,202201,39028,3,30000,0,31,522,0,4,0,0,1,0,35,0,13,0,1,1,20,25,6,0
3717,202201,39089,1,60000,0,29,532,0,5,0,0,1,0,40,0,14,0,1,1,22,25,4,0
3718,202201,39097,2,33600,1,24,500,1,3,1,0,0,0,40,1,16,0,1,1,23,22,2,0
3719,202201,39098,1,40000,1,28,200,1,4,0,0,0,0,40,0,13,0,1,1,3,26,2,0
3723,202201,39105,1,90000,0,49,300,0,3,0,0,0,0,40,1,18,1,1,1,21,44,5,0
3740,202201,39158,1,60000,0,44,200,0,5,0,0,0,0,40,1,18,1,1,1,12,35,9,1
3741,202201,39164,1,28000,1,44,200,1,4,0,0,0,0,40,0,13,0,1,1,21,43,1,0
3749,202201,39195,2,36000,1,40,210,1,4,0,0,1,0,40,1,20,1,1,1,4,23,17,0
3756,202201,39223,1,62000,1,60,200,1,4,0,0,1,0,50,1,18,1,1,1,54,53,7,0
3770,202201,39269,1,6000,1,27,200,1,4,0,0,0,1,25,0,12,0,1,1,1,17,10,0
3780,202201,39288,2,5600,0,74,150,0,5,0,0,1,0,15,0,12,0,1,1,53,71,3,0
3781,202201,39290,1,103000,0,30,200,0,5,0,0,0,0,50,0,12,0,1,1,10,15,15,0
3787,202201,39318,1,108000,1,64,500,1,3,1,0,0,0,40,1,18,1,1,1,60,59,5,0
3790,202201,39331,1,57000,1,64,200,1,4,0,0,1,0,40,0,10,0,1,1,4,51,13,1
3793,202201,39337,1,34000,0,35,300,0,3,0,0,0,0,37,1,18,1,1,1,33,34,1,0
3802,202201,39377,2,60000,1,41,200,1,4,0,0,0,0,40,0,12,0,1,1,23,36,5,0
3807,202201,39394,1,120000,1,55,453,1,3,0,0,1,0,65,1,20,1,1,0,55,52,3,0
3808,202201,39421,1,180000,1,46,413,1,3,0,0,1,0,50,1,18,1,0,0,30,43,3,0
3810,202201,39439,1,70000,0,70,522,0,4,0,0,1,0,40,1,16,0,1,1,42,65,5,0
3815,202201,39459,1,12300,1,52,515,1,4,1,0,0,0,25,0,12,0,1,1,42,46,6,1
3817,202201,39461,1,0,0,57,200,0,4,0,0,1,1,0,0,12,0,1,1,23,53,4,1
3819,202201,39465,1,28200,1,59,200,1,5,0,0,1,0,40,0,8,0,1,1,17,46,13,0
3823,202201,39491,1,80000,0,27,515,0,4,1,0,0,0,40,0,13,0,1,1,8,15,12,0
3827,202201,39523,3,18000,1,30,200,1,4,0,0,0,0,40,0,13,0,1,1,4,21,9,0
3836,202201,39562,2,90000,1,38,200,1,4,0,0,1,0,50,1,16,0,1,1,24,23,15,0
3841,202201,39575,1,35200,1,44,200,1,5,0,0,1,0,37,0,12,0,1,1,0,32,12,0
3845,202201,39607,2,30000,1,61,200,1,4,0,0,1,0,40,0,14,0,1,1,38,54,7,0
3858,202201,39661,1,35000,1,32,455,1,4,0,0,1,0,40,0,12,0,1,0,22,21,11,0
3874,202201,39732,1,22000,1,44,300,1,4,0,0,1,0,40,0,12,0,1,1,17,28,16,0
3888,202201,39791,2,200,1,58,200,1,5,0,0,1,0,15,0,3,0,1,1,24,41,17,1
3892,202201,39828,2,265000,1,65,451,1,4,0,0,1,0,40,1,18,1,1,0,40,48,17,0
3893,202201,39834,3,25000,1,30,500,1,3,1,0,0,0,40,0,13,0,1,1,18,17,13,0
3894,202201,39834,4,6500,1,25,500,1,3,1,0,0,0,25,1,16,0,1,1,23,23,2,0
3895,202201,39834,5,11000,0,22,210,0,3,0,0,0,0,19,0,13,0,1,1,21,20,2,0
3896,202201,39841,1,67000,1,47,456,1,4,0,0,1,0,45,0,13,0,1,0,1,31,16,0
3898,202201,39861,1,40000,0,52,200,0,5,0,0,1,0,40,0,12,0,1,1,1,36,16,0
3900,202201,39877,1,43000,1,35,200,1,4,0,0,1,0,40,0,14,0,1,1,20,34,1,0
3904,202201,39894,2,55000,1,43,210,1,4,0,0,0,0,30,1,16,0,1,1,4,36,7,0
3905,202201,39900,2,9000,0,36,200,0,3,0,0,1,0,40,1,16,0,1,1,5,26,10,0
3909,202201,39919,2,24000,1,57,210,1,6,0,0,0,0,40,0,0,0,1,1,35,41,16,1
3919,202201,39960,7,0,0,61,200,0,3,0,0,1,0,35,0,6,0,1,1,36,48,13,1
3923,202201,39986,3,6500,1,20,500,1,3,1,0,0,0,10,0,13,0,1,1,19,18,2,0
3930,202201,40012,2,10000,1,49,434,1,4,0,0,1,0,35,0,12,0,1,0,39,38,11,0
3950,202201,40120,3,610,1,31,500,1,4,1,0,0,0,5,1,16,0,1,1,18,26,5,0
3958,202201,40202,3,9200,1,61,200,1,5,0,0,1,0,40,0,6,0,1,1,42,56,5,0
3959,202201,40219,1,36500,1,45,200,1,4,0,0,0,0,40,0,13,0,1,1,22,38,7,0
